Direct GHG Emissions (Metric Tons CO2e),Water Intensity (All Water Sources) (gal/ft²),log_Property Id,log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Weather Normalized Site Natural Gas Use (therms),log_Direct GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Community Board,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
139.8,30.48,14.951604869652439,7.59337419312129,0.0,4.605170185988092,8.711575062702558,4.94021282979971,13.042202662768245,3.4170707308184456,4.697749367281185,2.0794415416798357,5.0369526024136295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684.0,132.58,15.594491731413074,7.561121589530238,0.0,4.605170185988092,10.777780599036307,6.52795791762255,11.27720313144916,4.887186236813245,5.435031189863859,2.0794415416798357,10.192456296870509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684.4,57.81,14.836373174608648,7.590346945602565,0.0,4.605170185988092,11.900369158480574,6.528542542018038,12.10778704354431,4.057161771094385,4.683056724645162,2.4849066497880004,5.484796933490655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.8,,15.41580297757617,7.581719640125308,0.0,4.553876891600541,8.49580610953459,3.250374491927572,11.734467734917464,,4.183575695950044,2.1972245773362196,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192.9,89.98,14.836324895384665,7.5766097669730375,1.0986122886681098,4.605170185988092,12.333701716172058,7.0841425962879,12.673024748602177,4.499587423413026,4.791649752930709,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.6,,15.211677771688446,7.564757012905729,0.0,4.605170185988092,10.858117840227672,5.5436137225033795,11.126321364502983,,5.076423034634259,2.1972245773362196,6.692083742506628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,14.434366749623955,7.577633832602728,0.0,4.605170185988092,,,13.342372421278903,,5.056245805348308,1.6094379124341003,4.564348191467836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.5,,15.048960219426773,7.564238475170491,0.0,4.605170185988092,10.885313183997942,5.581614840681993,11.398625107742928,,4.589040804058207,1.3862943611198906,5.407171771460119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,,14.951627023276908,7.575584651557793,0.0,4.605170185988092,5.634789603169249,0.4054651081081644,10.899291621222556,,-0.6931471805599453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
505.1,64.34,15.46416937585933,7.584264818389059,0.0,4.605170185988092,11.542716279129877,6.224756429474007,11.512925464970229,4.16418152181088,5.073297055220967,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806.3,,14.944098390504035,7.554334823725748,0.0,4.605170185988092,10.985902706301667,6.692455881690976,11.732317989973282,,5.150397236471415,0.6931471805599453,4.48863636973214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142.1,23.51,14.844863511075607,7.55171221535131,0.0,4.605170185988092,10.308362486525802,4.956531035103055,10.900288575057553,3.157425862551978,4.939497266262916,1.9459101490553132,4.976733742420574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.7,,15.308273071086306,7.564238475170491,0.0,4.605170185988092,7.928297912228324,2.6878474937846906,11.450964951247409,,5.23590990641942,1.791759469228055,4.382026634673881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,20.45,14.813356944737594,7.59488438721652,0.0,4.605170185988092,,,12.204521443037438,3.017982882488811,5.312713246831769,1.6094379124341003,4.406719247264253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,,14.954000715606343,7.563719668414366,0.0,4.605170185988092,,3.005682604407159,11.151237979207952,,3.730501128804756,1.3862943611198906,9.966556244003112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.0,,15.584289656212617,7.5569505720129,0.0,4.605170185988092,10.869912307101986,5.5053315359323625,11.706516614022414,,4.375757021660286,2.0794415416798357,9.61587214452889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299.6,37.61,14.790852156304219,7.56164174558878,0.0,4.605170185988092,,5.702448251643064,11.11032624627511,3.627269972482245,4.535820107853298,2.4849066497880004,5.579729825986222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241.9,35.3,15.053115217601096,7.579167967396076,0.0,4.605170185988092,10.7988038508172,5.488524417615982,11.475535075751669,3.563882963939251,4.403054001865957,2.302585092994046,3.58351893845611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,20.98,14.813353995352726,7.582738488914411,0.0,4.605170185988092,,,13.194241150225531,3.043569602968151,5.369241704884735,1.6094379124341003,4.6443908991413725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612.2,22.33,14.776809454110863,7.563200592358071,0.0,4.605170185988092,10.061721313800993,6.417059026511312,12.304215174081522,3.1059310658520665,5.088830141681313,0.0,3.044522437723423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238.9,66.56,14.797301348550546,7.5745584842024805,0.0,4.605170185988092,10.713817588680424,5.476045054331764,11.263040015213013,4.198103796512953,4.982235819574558,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273.2,72.33,14.844413289816416,7.581209826196346,0.0,4.605170185988092,10.840652885956313,5.610204127696635,11.299744620670225,4.28123898086119,4.874433672915854,2.833213344056216,6.7912214627261855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.0,60.75,14.794030646907638,7.591357046698551,0.0,4.605170185988092,11.142536917943735,5.8377304471659395,11.71740797712849,4.1067670822206574,4.599152113662528,1.0986122886681098,3.6375861597263857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198.1,,14.845312458494334,7.562161631225652,0.0,4.605170185988092,2.9391619220655967,5.288771953704505,11.791874515347775,,5.025852259901116,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.5,64.9,15.300307724304698,7.549609165154532,0.0,4.605170185988092,6.830009930357284,5.482720089545816,10.829728615263452,4.1728476237100445,4.658710952916121,2.302585092994046,5.298317366548036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.3,38.15,14.850837939392456,7.584264818389059,0.0,4.605170185988092,11.006987875277014,5.769258056615112,11.579967100700918,3.641525757730466,4.617098756853365,2.0794415416798357,5.68697535633982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,25.6,14.84698147434817,7.560080465021827,0.0,4.605170185988092,,,11.125202038338221,3.242592351485517,4.677490847567717,1.3862943611198906,5.41610040220442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303.1,,14.798106125124315,7.583247524303362,0.0,4.605170185988092,12.400862400291777,7.17250132015086,12.33255109955378,,5.157329673247059,2.4849066497880004,6.104793232414985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.3,,14.798578428401195,7.562681246721884,0.0,4.605170185988092,6.843856553131905,5.919699980878671,11.040983959254204,,4.823502180305079,1.9459101490553132,5.176149732573829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5,45.44,14.776596436924313,7.549609165154532,0.0,4.605170185988092,7.843848638152472,2.6026896854443837,11.004729713390253,3.816392774412896,3.5467396869528134,2.1972245773362196,5.3230099791384085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270.9,90.28,14.843575911070298,7.565793282428515,0.0,4.605170185988092,10.731165626053679,5.6017497490910495,11.303980633055831,4.502915951949335,4.612145799724517,1.9459101490553132,5.541263545158426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3,62.11,14.821955290276788,7.580699752224563,0.0,4.605170185988092,7.685381466120021,2.424802725718295,11.564910520036179,4.128907006571212,2.8903717578961645,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.9,,15.415404269063448,7.580189417944541,0.0,4.605170185988092,7.9603236291488395,2.7013612129514133,11.686878772093667,,4.911183215124596,2.0794415416798357,4.836281906951478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.0,16.19,14.786490969972563,7.6004023345004,0.0,4.605170185988092,10.838702094286981,5.442417710521793,12.001499344800756,2.784393767689544,5.372032404370318,1.0986122886681098,5.484796933490655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.0,85.98,15.19375308993563,7.587310506022615,0.0,4.605170185988092,11.470986179846555,6.171700597410915,12.067040436834617,4.454114711068136,4.598145571051127,2.302585092994046,5.420534999272286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228.8,,15.078557040839204,7.582738488914411,0.0,4.605170185988092,10.71149349723521,5.432848259505643,11.789033313768346,,5.339459309879212,1.0986122886681098,3.6888794541139363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.8,127.05,14.834953368693872,7.581719640125308,0.0,4.605170185988092,11.245146668344166,5.9604897428085515,11.096136483130621,4.8445807097661735,5.207297968160868,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343.8,60.82,15.296589506243416,7.560080465021827,0.0,4.553876891600541,11.078027941633344,5.8400600929487485,11.02765387128589,4.107918682249219,5.0795392727434665,2.302585092994046,5.438079308923196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562.7,,15.211487639875529,7.571473648851271,0.0,4.605170185988092,11.659482528994259,6.332746626439233,12.199249420182047,,4.485259889315534,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.4,92.14,14.755939212031157,7.601901959875166,0.0,4.605170185988092,11.314195218951056,5.9949584363622375,11.12705708060862,4.523309159507771,5.216564864675778,1.0986122886681098,4.8283137373023015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.7,,15.212925357173981,7.560080465021827,0.0,4.499809670330265,10.206679965351093,5.926125705799642,11.052634514578285,,5.627980761239919,1.6094379124341003,4.430816798843313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0,,15.080738937954571,7.560601162768557,0.0,4.605170185988092,10.600410097431057,5.267858159063328,10.993042278381736,,4.742320024135325,1.3862943611198906,5.2832037287379885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,15.299421754693139,7.555381944240273,0.0,4.605170185988092,,,11.385092093460344,,5.2832037287379885,1.791759469228055,4.30406509320417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1,87.59,14.945397974496844,7.569927655242652,0.0,4.605170185988092,7.964051401856299,2.714694743820879,11.02841714952161,4.472666836174998,3.8264651170664994,1.6094379124341003,5.476463551931511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708.2,37.44,14.823712244271368,7.584264818389059,0.0,4.605170185988092,8.754839073730555,6.562726539677803,11.919090328192667,3.622739651609391,4.636668853047462,2.4849066497880004,5.616771097666572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406.8,,15.212730516784237,7.601402334583733,0.0,4.605170185988092,11.34042749832491,6.008321664174405,11.502420480325082,,4.989752083179832,1.3862943611198906,5.303304908059076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022.1,40.72,15.415296842928909,7.579167967396076,0.6931471805599453,4.605170185988092,12.82444509323934,7.611891854341684,13.285379783140279,3.7067193722422673,4.845760650906022,1.3862943611198906,4.976733742420574,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918.0,47.0,15.415406893993723,7.594381242551817,0.0,4.605170185988092,7.503510113533433,6.822197390620491,12.148268729280717,3.8501476017100584,4.9924713234685845,2.0794415416798357,4.897839799950911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578.0,10.81,14.814657880979754,7.555905093611346,0.0,4.605170185988092,1.5040773967762742,6.359573868672378,11.58937711713056,2.3804716316511167,4.375757021660286,1.791759469228055,3.912023005428146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653.0,99.32,14.819793851975106,7.579678823090456,0.0,4.605170185988092,12.707884365857954,7.410347097821024,12.703131946799335,4.598346960639966,5.014627315365793,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.5,62.19,15.415374586680091,7.589841512182657,0.0,4.605170185988092,10.033023473885162,6.0787883752796565,11.229261973860229,4.1301942151157975,5.314682720634301,1.791759469228055,4.499809670330265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476.2,132.39,14.821525716511545,7.56164174558878,0.0,4.605170185988092,10.335529675494746,6.165837934052762,11.24139229425782,4.885752111949565,5.3895282466014205,2.4849066497880004,5.501258210544727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.7,59.6,14.847070234481453,7.583756300707112,0.0,4.605170185988092,,6.7818518620929815,11.807086503519718,4.087655574071304,4.958639998977875,2.0794415416798357,5.666426688112432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.8,,14.834950121525358,7.575584651557793,1.0986122886681098,4.605170185988092,10.946752727146439,5.848748244906387,12.220961258023925,,4.485259889315534,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.9,74.74,14.845702668268274,7.569411792450712,0.0,4.605170185988092,10.702153986154451,5.406723240391823,11.007087382715277,4.314015424057338,4.704110133842995,2.6390573296152584,6.302618975744905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,,14.802581043899385,7.563200592358071,0.0,4.605170185988092,,,11.647639907515146,,5.0912931971137105,1.6094379124341003,4.430816798843313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134.2,,14.834968882797906,7.563200592358071,0.0,4.605170185988092,10.221901282854642,4.8993312245375815,10.82377030567982,,4.446174454497633,2.1972245773362196,11.284781934567633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530.8,57.04,14.795920222961259,7.582738488914411,0.0,4.605170185988092,11.028319742180267,6.274385302458052,11.967974073267222,4.04375277610604,4.612145799724517,1.6094379124341003,5.5093883366279774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186.0,83.83,14.90133408457539,7.570443252057374,0.0,4.605170185988092,10.5207224418295,5.225746673713202,10.981897133886719,4.428790938649766,4.523960130562548,2.3978952727983707,5.69035945432406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,95.95,14.233415963690751,7.602401335665818,0.0,4.605170185988092,,,12.690660037852133,4.563827222453709,5.663654683565421,1.6094379124341003,4.8283137373023015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.8,47.18,14.919224146183511,7.571473648851271,0.0,4.605170185988092,10.762386431560863,5.524655808758766,10.979342854081622,3.853970073979529,4.867534450455582,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616.5,31.08,14.82630314303481,7.581719640125308,0.0,4.605170185988092,11.721019538852618,6.424058322604399,12.086444158074643,3.436564525499447,4.843399374720342,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154.0,9.73,14.869402638942473,7.561121589530238,0.0,4.605170185988092,2.975529566236472,5.0369526024136295,11.212887370308863,2.2752138961979136,4.788324729085938,1.6094379124341003,4.6913478822291435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375.1,,15.299822566750978,7.579678823090456,0.0,4.605170185988092,11.251057977088813,5.927192657087842,11.410770915816556,,4.804840381116659,2.6390573296152584,6.238324625039508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81.4,53.29,15.412603179917541,7.561121589530238,0.0,4.605170185988092,9.742649562409014,4.399375273008495,11.066325813503509,3.975748696308691,4.677490847567717,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.9,118.47,14.851827851351969,7.5822291942764615,0.0,4.605170185988092,10.824674279442513,5.525054453372377,11.13371272800613,4.7746597639666675,4.746669748261791,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420.0,,15.290071716037607,7.564757012905729,0.0,4.605170185988092,9.007954873746483,6.040254711277414,10.993008641192457,,4.964242254526545,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
